,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
715,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Ethanol/Gas,CA,standard SUV,3,11/16,15/22,12/18,3,No
716,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Ethanol/Gas,FA,standard SUV,3,11/16,15/22,12/18,3,No
717,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Gasoline,CA,standard SUV,3,15,22,18,3,No
718,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Gasoline,FA,standard SUV,3,15,22,18,3,No
719,GMC Yukon XL 1500,6.2,8.0,Auto-10,4WD,Gasoline,CA,standard SUV,3,14,21,16,2,No
720,GMC Yukon XL 1500,6.2,8.0,Auto-10,4WD,Gasoline,FA,standard SUV,3,14,21,16,2,No
721,HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,CA,large car,7,31,40,34,8,Yes
722,HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,FA,large car,7,31,40,34,8,Yes
723,HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,CA,large car,3,31,40,34,8,Yes
724,HONDA Civic 5Dr,1.5,4.0,CVT,2WD,Gasoline,FA,large car,3,31,40,34,8,Yes
725,HONDA Civic 5Dr,1.5,4.0,Man-6,2WD,Gasoline,CA,large car,3,29,38,33,8,Yes
726,HONDA Civic 5Dr,1.5,4.0,Man-6,2WD,Gasoline,FA,large car,3,29,38,33,8,Yes
727,HONDA Civic 5Dr,1.5,4.0,SCV-7,2WD,Gasoline,CA,large car,7,30,36,32,7,Yes
728,HONDA Civic 5Dr,1.5,4.0,SCV-7,2WD,Gasoline,FA,large car,7,30,36,32,7,Yes
729,HONDA Civic 5Dr,1.5,4.0,SCV-7,2WD,Gasoline,CA,large car,3,30,36,32,7,Yes
730,HONDA Civic 5Dr,1.5,4.0,SCV-7,2WD,Gasoline,FA,large car,3,30,36,32,7,Yes
731,HONDA Fit,1.5,4.0,CVT,2WD,Gasoline,CA,station wagon,7,33,40,36,8,Yes
732,HONDA Fit,1.5,4.0,CVT,2WD,Gasoline,FA,station wagon,7,33,40,36,8,Yes
733,HONDA Fit,1.5,4.0,Man-6,2WD,Gasoline,CA,station wagon,3,29,36,31,7,Yes
734,HONDA Fit,1.5,4.0,Man-6,2WD,Gasoline,CA,station wagon,3,29,36,31,7,Yes
735,HONDA Fit,1.5,4.0,Man-6,2WD,Gasoline,FA,station wagon,3,29,36,31,7,Yes
736,HONDA Fit,1.5,4.0,SCV-7,2WD,Gasoline,CA,station wagon,7,31,36,33,8,Yes
737,HONDA Fit,1.5,4.0,SCV-7,2WD,Gasoline,FA,station wagon,7,31,36,33,8,Yes
738,HONDA HR-V,1.8,4.0,CVT,2WD,Gasoline,FA,station wagon,3,28,34,31,7,Yes
739,HONDA HR-V,1.8,4.0,CVT,2WD,Gasoline,CA,station wagon,3,28,34,31,7,Yes
740,HONDA HR-V,1.8,4.0,CVT,4WD,Gasoline,FA,station wagon,3,27,31,29,6,No
741,HONDA HR-V,1.8,4.0,CVT,4WD,Gasoline,CA,station wagon,3,27,31,29,6,No
742,HONDA HR-V,1.8,4.0,Man-6,2WD,Gasoline,FA,station wagon,3,25,33,28,6,No
743,HONDA HR-V,1.8,4.0,Man-6,2WD,Gasoline,CA,station wagon,3,25,33,28,6,No
744,HONDA HR-V,1.8,4.0,SCV-7,2WD,Gasoline,FA,station wagon,3,28,34,31,7,Yes
745,HONDA HR-V,1.8,4.0,SCV-7,2WD,Gasoline,CA,station wagon,3,28,34,31,7,Yes
746,HONDA HR-V,1.8,4.0,SCV-7,4WD,Gasoline,FA,station wagon,3,27,31,29,6,No
747,HONDA HR-V,1.8,4.0,SCV-7,4WD,Gasoline,CA,station wagon,3,27,31,29,6,No
748,HONDA Ridgeline,3.5,6.0,Auto-6,2WD,Gasoline,CA,pickup,3,19,26,22,4,No
749,HONDA Ridgeline,3.5,6.0,Auto-6,2WD,Gasoline,FA,pickup,3,19,26,22,4,No
750,HONDA Ridgeline,3.5,6.0,Auto-6,4WD,Gasoline,CA,pickup,3,18,25,21,4,No
751,HONDA Ridgeline,3.5,6.0,Auto-6,4WD,Gasoline,FA,pickup,3,18,25,21,4,No
752,HYUNDAI Elantra,1.4,4.0,AutoMan-7,2WD,Gasoline,CA,midsize car,3,32,40,35,8,Yes
753,HYUNDAI Elantra,1.4,4.0,AutoMan-7,2WD,Gasoline,FA,midsize car,3,32,40,35,8,Yes
754,HYUNDAI Elantra,1.6,4.0,AutoMan-7,2WD,Gasoline,FA,midsize car,3,26,33,29,6,No
755,HYUNDAI Elantra,1.6,4.0,AutoMan-7,2WD,Gasoline,CA,midsize car,3,26,33,29,6,No
756,HYUNDAI Elantra,1.6,4.0,Man-6,2WD,Gasoline,FA,midsize car,3,22,30,25,5,No
757,HYUNDAI Elantra,1.6,4.0,Man-6,2WD,Gasoline,CA,midsize car,3,22,30,25,5,No
758,HYUNDAI Elantra,2.0,4.0,Man-6,2WD,Gasoline,CA,midsize car,5,26,36,29,6,No
759,HYUNDAI Elantra,2.0,4.0,Man-6,2WD,Gasoline,FA,midsize car,5,26,36,29,6,No
760,HYUNDAI Elantra,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,28,37,32,7,Yes
761,HYUNDAI Elantra,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,7,28,37,32,7,Yes
762,HYUNDAI Elantra,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,5,28,37,32,7,Yes
763,HYUNDAI Elantra,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,5,28,37,32,7,Yes
764,HYUNDAI Elantra GT,1.6,4.0,AutoMan-7,2WD,Gasoline,FA,large car,3,26,32,28,6,No
765,HYUNDAI Elantra GT,1.6,4.0,AutoMan-7,2WD,Gasoline,CA,large car,3,26,32,28,6,No
766,HYUNDAI Elantra GT,1.6,4.0,Man-6,2WD,Gasoline,FA,large car,3,22,29,25,5,No
767,HYUNDAI Elantra GT,1.6,4.0,Man-6,2WD,Gasoline,CA,large car,3,22,29,25,5,No
768,HYUNDAI Elantra GT,2.0,4.0,Man-6,2WD,Gasoline,CA,large car,3,23,31,26,5,No
769,HYUNDAI Elantra GT,2.0,4.0,Man-6,2WD,Gasoline,FA,large car,3,23,31,26,5,No
770,HYUNDAI Elantra GT,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,large car,3,24,32,27,6,No
771,HYUNDAI Elantra GT,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,large car,3,24,32,27,6,No
772,HYUNDAI Elantra SE,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,29,38,33,8,Yes
773,HYUNDAI Elantra SE,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,7,29,38,33,8,Yes
774,HYUNDAI Elantra SE,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,5,29,38,33,8,Yes
775,HYUNDAI Elantra SE,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,5,29,38,33,8,Yes
776,HYUNDAI Santa Fe,3.3,6.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,3,18,25,21,4,No
777,HYUNDAI Santa Fe,3.3,6.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,18,25,21,4,No
778,HYUNDAI Santa Fe,3.3,6.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,3,18,24,20,4,No
779,HYUNDAI Santa Fe,3.3,6.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,18,24,20,4,No
780,HYUNDAI Santa Fe Sport,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,3,20,28,23,5,No
781,HYUNDAI Santa Fe Sport,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,20,28,23,5,No
782,HYUNDAI Santa Fe Sport,2.0,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,3,19,26,22,4,No
783,HYUNDAI Santa Fe Sport,2.0,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,19,26,22,4,No
784,HYUNDAI Santa Fe Sport,2.4,4.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,5,21,27,24,5,No
785,HYUNDAI Santa Fe Sport,2.4,4.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,5,21,27,24,5,No
786,HYUNDAI Santa Fe Sport,2.4,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,5,20,26,22,4,No
787,HYUNDAI Santa Fe Sport,2.4,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,5,20,26,22,4,No
788,HYUNDAI Santa Fe Sport Ultimate,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,3,20,27,23,5,No
789,HYUNDAI Santa Fe Sport Ultimate,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,20,27,23,5,No
790,HYUNDAI Santa Fe Sport Ultimate,2.0,4.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,3,19,24,21,4,No
791,HYUNDAI Santa Fe Sport Ultimate,2.0,4.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,19,24,21,4,No
792,HYUNDAI Santa Fe Ultimate,3.3,6.0,SemiAuto-6,2WD,Gasoline,FA,small SUV,3,17,23,20,4,No
793,HYUNDAI Santa Fe Ultimate,3.3,6.0,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,17,23,20,4,No
794,HYUNDAI Santa Fe Ultimate,3.3,6.0,SemiAuto-6,4WD,Gasoline,FA,small SUV,3,17,22,19,3,No
795,HYUNDAI Santa Fe Ultimate,3.3,6.0,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,17,22,19,3,No
796,HYUNDAI Sonata,1.6,4.0,AutoMan-7,2WD,Gasoline,CA,large car,5,28,37,31,7,Yes
797,HYUNDAI Sonata,1.6,4.0,AutoMan-7,2WD,Gasoline,FA,large car,5,28,37,31,7,Yes
798,HYUNDAI Sonata,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,large car,5,23,32,26,5,No
799,HYUNDAI Sonata,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,large car,5,23,32,26,5,No
800,HYUNDAI Sonata,2.4,4.0,SemiAuto-6,2WD,Gasoline,CA,large car,7,25,35,28,6,No
801,HYUNDAI Sonata,2.4,4.0,SemiAuto-6,2WD,Gasoline,FA,large car,7,25,35,28,6,No
802,HYUNDAI Sonata,2.4,4.0,SemiAuto-6,2WD,Gasoline,CA,large car,5,25,35,28,6,No
803,HYUNDAI Sonata,2.4,4.0,SemiAuto-6,2WD,Gasoline,FA,large car,5,25,35,28,6,No
804,HYUNDAI Sonata SE,2.4,4.0,SemiAuto-6,2WD,Gasoline,CA,large car,7,25,36,29,6,No
805,HYUNDAI Sonata SE,2.4,4.0,SemiAuto-6,2WD,Gasoline,FA,large car,7,25,36,29,6,No
806,HYUNDAI Sonata SE,2.4,4.0,SemiAuto-6,2WD,Gasoline,CA,large car,5,25,36,29,6,No
807,HYUNDAI Sonata SE,2.4,4.0,SemiAuto-6,2WD,Gasoline,FA,large car,5,25,36,29,6,No
808,INFINITI Q50,2.0,4.0,SemiAuto-7,2WD,Gasoline,CA,midsize car,3,23,30,25,5,No
809,INFINITI Q50,2.0,4.0,SemiAuto-7,2WD,Gasoline,FA,midsize car,3,23,30,25,5,No
810,INFINITI Q50,2.0,4.0,SemiAuto-7,4WD,Gasoline,CA,midsize car,3,22,28,24,5,No
811,INFINITI Q50,2.0,4.0,SemiAuto-7,4WD,Gasoline,FA,midsize car,3,22,28,24,5,No
812,INFINITI Q50,3.0,6.0,SemiAuto-7,2WD,Gasoline,FA,midsize car,3,20,29,23,5,No
813,INFINITI Q50,3.0,6.0,SemiAuto-7,2WD,Gasoline,CA,midsize car,3,20,29,23,5,No
814,INFINITI Q50,3.0,6.0,SemiAuto-7,4WD,Gasoline,FA,midsize car,3,19,27,22,4,No
815,INFINITI Q50,3.0,6.0,SemiAuto-7,4WD,Gasoline,CA,midsize car,3,19,27,22,4,No
816,INFINITI Q50 Hybrid,3.5,6.0,SemiAuto-7,2WD,Gasoline,FA,small car,3,27,32,29,6,No
817,INFINITI Q50 Hybrid,3.5,6.0,SemiAuto-7,2WD,Gasoline,CA,small car,3,27,32,29,6,No
818,INFINITI Q50 Hybrid,3.5,6.0,SemiAuto-7,4WD,Gasoline,FA,small car,3,26,30,28,6,No
819,INFINITI Q50 Hybrid,3.5,6.0,SemiAuto-7,4WD,Gasoline,CA,small car,3,26,30,28,6,No
820,INFINITI Q50 Red Sport,3.0,6.0,SemiAuto-7,2WD,Gasoline,FA,midsize car,3,20,26,22,4,No
821,INFINITI Q50 Red Sport,3.0,6.0,SemiAuto-7,2WD,Gasoline,CA,midsize car,3,20,26,22,4,No
822,INFINITI Q50 Red Sport,3.0,6.0,SemiAuto-7,4WD,Gasoline,FA,midsize car,3,19,26,22,4,No
823,INFINITI Q50 Red Sport,3.0,6.0,SemiAuto-7,4WD,Gasoline,CA,midsize car,3,19,26,22,4,No
824,INFINITI Q70,3.7,6.0,SemiAuto-7,2WD,Gasoline,FA,midsize car,3,18,25,21,4,No
825,INFINITI Q70,3.7,6.0,SemiAuto-7,2WD,Gasoline,CA,midsize car,3,18,25,21,4,No
826,INFINITI Q70,3.7,6.0,SemiAuto-7,4WD,Gasoline,FA,midsize car,3,18,24,20,4,No
827,INFINITI Q70,3.7,6.0,SemiAuto-7,4WD,Gasoline,CA,midsize car,3,18,24,20,4,No
828,INFINITI Q70,5.6,8.0,SemiAuto-7,2WD,Gasoline,FA,midsize car,3,16,24,19,3,No
829,INFINITI Q70,5.6,8.0,SemiAuto-7,2WD,Gasoline,CA,midsize car,3,16,24,19,3,No
830,INFINITI Q70,5.6,8.0,SemiAuto-7,4WD,Gasoline,FA,midsize car,3,16,23,18,3,No
831,INFINITI Q70,5.6,8.0,SemiAuto-7,4WD,Gasoline,CA,midsize car,3,16,23,18,3,No
832,INFINITI Q70 Hybrid,3.5,6.0,SemiAuto-7,2WD,Gasoline,FA,midsize car,3,28,33,30,7,Yes
833,INFINITI Q70 Hybrid,3.5,6.0,SemiAuto-7,2WD,Gasoline,CA,midsize car,3,28,33,30,7,Yes
834,INFINITI QX30,2.0,4.0,AutoMan-7,2WD,Gasoline,CA,small car,3,24,33,27,6,No
835,INFINITI QX30,2.0,4.0,AutoMan-7,2WD,Gasoline,FA,small car,3,24,33,27,6,No
836,INFINITI QX30,2.0,4.0,AutoMan-7,4WD,Gasoline,CA,small car,3,21,30,25,5,No
837,INFINITI QX30,2.0,4.0,AutoMan-7,4WD,Gasoline,FA,small car,3,21,30,25,5,No
838,JAGUAR F-Pace,2.0,4.0,SemiAuto-8,4WD,Diesel,CA,small SUV,1,26,33,29,5,No
839,JAGUAR F-Pace,2.0,4.0,SemiAuto-8,4WD,Diesel,FA,small SUV,1,26,33,29,5,No
840,JAGUAR F-Pace,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,small SUV,7,22,27,24,5,No
841,JAGUAR F-Pace,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,small SUV,7,22,27,24,5,No
842,JAGUAR F-Pace,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,small SUV,7,18,23,20,4,No
843,JAGUAR F-Pace,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,small SUV,7,18,23,20,4,No
844,JAGUAR F-Type Convertible,3.0,6.0,Man-6,2WD,Gasoline,CA,small car,7,16,24,19,3,No
845,JAGUAR F-Type Convertible,3.0,6.0,Man-6,2WD,Gasoline,FA,small car,7,16,24,19,3,No
846,JAGUAR F-Type Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,small car,7,20,28,23,5,No
847,JAGUAR F-Type Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,small car,7,20,28,23,5,No
848,JAGUAR F-Type Coupe,3.0,6.0,Man-6,2WD,Gasoline,CA,small car,7,16,24,19,3,No
849,JAGUAR F-Type Coupe,3.0,6.0,Man-6,2WD,Gasoline,FA,small car,7,16,24,19,3,No
850,JAGUAR F-Type Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,small car,7,20,28,23,5,No
851,JAGUAR F-Type Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,small car,7,20,28,23,5,No
852,JAGUAR F-Type R Convertible,5.0,8.0,SemiAuto-8,4WD,Gasoline,FA,small car,3,15,23,18,3,No
853,JAGUAR F-Type R Convertible,5.0,8.0,SemiAuto-8,4WD,Gasoline,CA,small car,3,15,23,18,3,No
854,JAGUAR F-Type R Coupe,5.0,8.0,SemiAuto-8,4WD,Gasoline,FA,small car,3,15,23,18,3,No
855,JAGUAR F-Type R Coupe,5.0,8.0,SemiAuto-8,4WD,Gasoline,CA,small car,3,15,23,18,3,No
856,JAGUAR F-Type S Convertible,3.0,6.0,Man-6,2WD,Gasoline,CA,small car,7,15,24,18,3,No
857,JAGUAR F-Type S Convertible,3.0,6.0,Man-6,2WD,Gasoline,FA,small car,7,15,24,18,3,No
858,JAGUAR F-Type S Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,small car,7,19,27,22,4,No
859,JAGUAR F-Type S Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,small car,7,19,27,22,4,No
860,JAGUAR F-Type S Convertible,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,small car,7,18,26,21,4,No
861,JAGUAR F-Type S Convertible,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,small car,7,18,26,21,4,No
862,JAGUAR F-Type S Coupe,3.0,6.0,Man-6,2WD,Gasoline,CA,small car,7,15,24,18,3,No
863,JAGUAR F-Type S Coupe,3.0,6.0,Man-6,2WD,Gasoline,FA,small car,7,15,24,18,3,No
864,JAGUAR F-Type S Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,small car,7,19,27,22,4,No
865,JAGUAR F-Type S Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,small car,7,19,27,22,4,No
866,JAGUAR F-Type S Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,small car,7,18,26,21,4,No
867,JAGUAR F-Type S Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,small car,7,18,26,21,4,No
868,JAGUAR XE,2.0,4.0,SemiAuto-8,2WD,Diesel,CA,small car,1,32,42,36,7,No
869,JAGUAR XE,2.0,4.0,SemiAuto-8,2WD,Diesel,FA,small car,1,32,42,36,7,No
870,JAGUAR XE,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,small car,7,25,34,28,6,No
871,JAGUAR XE,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,small car,7,25,34,28,6,No
872,JAGUAR XE,2.0,4.0,SemiAuto-8,4WD,Diesel,CA,small car,1,30,40,34,7,No
873,JAGUAR XE,2.0,4.0,SemiAuto-8,4WD,Diesel,FA,small car,1,30,40,34,7,No
874,JAGUAR XE,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,small car,7,24,34,28,6,No
875,JAGUAR XE,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,small car,7,24,34,28,6,No
876,JAGUAR XE,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,small car,7,21,30,24,5,No
877,JAGUAR XE,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,small car,7,21,30,24,5,No
878,JAGUAR XE,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,small car,7,20,29,23,5,No
879,JAGUAR XE,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,small car,7,20,29,23,5,No
880,JAGUAR XF,2.0,4.0,SemiAuto-8,2WD,Diesel,CA,midsize car,1,31,42,35,7,No
881,JAGUAR XF,2.0,4.0,SemiAuto-8,2WD,Diesel,FA,midsize car,1,31,42,35,7,No
882,JAGUAR XF,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,25,34,28,6,No
883,JAGUAR XF,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,7,25,34,28,6,No
884,JAGUAR XF,2.0,4.0,SemiAuto-8,4WD,Diesel,CA,midsize car,1,30,40,34,7,No
885,JAGUAR XF,2.0,4.0,SemiAuto-8,4WD,Diesel,FA,midsize car,1,30,40,34,7,No
886,JAGUAR XF,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,7,23,33,27,6,No
887,JAGUAR XF,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,7,23,33,27,6,No
888,JAGUAR XF,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,20,29,23,5,No
889,JAGUAR XF,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,7,20,29,23,5,No
890,JAGUAR XF,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,7,20,28,23,5,No
891,JAGUAR XF,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,7,20,28,23,5,No
892,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Ethanol/Gas,CA,small SUV,3,15/21,22/30,18/25,5,No
893,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Ethanol/Gas,FA,small SUV,3,15/21,22/30,18/25,5,No
894,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Gasoline,CA,small SUV,7,21,30,25,5,No
895,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Gasoline,FA,small SUV,7,21,30,25,5,No
896,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Ethanol/Gas,CA,small SUV,3,14/21,21/28,17/23,5,No
897,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Ethanol/Gas,FA,small SUV,3,14/21,21/28,17/23,5,No
898,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Gasoline,CA,small SUV,3,21,28,23,5,No
899,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Gasoline,FA,small SUV,3,21,28,23,5,No
900,JEEP Cherokee,3.2,6.0,Auto-9,2WD,Gasoline,CA,small SUV,3,21,29,24,5,No
901,JEEP Cherokee,3.2,6.0,Auto-9,2WD,Gasoline,FA,small SUV,3,21,29,24,5,No
902,JEEP Cherokee,3.2,6.0,Auto-9,4WD,Gasoline,CA,small SUV,3,20,27,23,5,No
903,JEEP Cherokee,3.2,6.0,Auto-9,4WD,Gasoline,FA,small SUV,3,20,27,23,5,No
904,JEEP Cherokee 4x4 Active Drive II,2.4,4.0,Auto-9,4WD,Gasoline,CA,small SUV,7,21,27,23,5,No
905,JEEP Cherokee 4x4 Active Drive II,2.4,4.0,Auto-9,4WD,Gasoline,FA,small SUV,7,21,27,23,5,No
906,JEEP Cherokee 4x4 Active Drive II,2.4,4.0,Auto-9,4WD,Gasoline,CA,small SUV,1,21,27,23,5,No
907,JEEP Cherokee 4x4 Active Drive II,2.4,4.0,Auto-9,4WD,Gasoline,FA,small SUV,1,21,27,23,5,No
908,JEEP Cherokee 4x4 Active Drive II,3.2,6.0,Auto-9,4WD,Gasoline,CA,small SUV,3,18,26,21,4,No
909,JEEP Cherokee 4x4 Active Drive II,3.2,6.0,Auto-9,4WD,Gasoline,FA,small SUV,3,18,26,21,4,No
910,JEEP Cherokee Trailhawk,2.4,4.0,Auto-9,4WD,Gasoline,CA,small SUV,7,19,25,22,4,No
911,JEEP Cherokee Trailhawk,2.4,4.0,Auto-9,4WD,Gasoline,FA,small SUV,7,19,25,22,4,No
912,JEEP Cherokee Trailhawk,2.4,4.0,Auto-9,4WD,Gasoline,CA,small SUV,1,19,25,22,4,No
913,JEEP Cherokee Trailhawk,2.4,4.0,Auto-9,4WD,Gasoline,FA,small SUV,1,19,25,22,4,No
914,JEEP Cherokee Trailhawk,3.2,6.0,Auto-9,4WD,Gasoline,CA,small SUV,3,18,24,21,4,No
915,JEEP Cherokee Trailhawk,3.2,6.0,Auto-9,4WD,Gasoline,FA,small SUV,3,18,24,21,4,No
916,JEEP Compass,2.4,4.0,Auto-6,2WD,Gasoline,CA,small SUV,7,22,31,25,5,No
917,JEEP Compass,2.4,4.0,Auto-6,2WD,Gasoline,FA,small SUV,7,22,31,25,5,No
918,JEEP Compass,2.4,4.0,Auto-9,4WD,Gasoline,CA,small SUV,7,22,30,25,5,No
919,JEEP Compass,2.4,4.0,Auto-9,4WD,Gasoline,FA,small SUV,7,22,30,25,5,No
920,JEEP Compass,2.4,4.0,Man-6,2WD,Gasoline,CA,small SUV,3,23,32,26,5,No
921,JEEP Compass,2.4,4.0,Man-6,2WD,Gasoline,FA,small SUV,3,23,32,26,5,No
922,JEEP Compass,2.4,4.0,Man-6,4WD,Gasoline,CA,small SUV,3,22,31,25,5,No
923,JEEP Compass,2.4,4.0,Man-6,4WD,Gasoline,FA,small SUV,3,22,31,25,5,No
924,JEEP Grand Cherokee,3.6,6.0,Auto-8,2WD,Gasoline,CA,standard SUV,5,19,26,21,4,No
925,JEEP Grand Cherokee,3.6,6.0,Auto-8,2WD,Gasoline,FA,standard SUV,5,19,26,21,4,No
926,JEEP Grand Cherokee,3.6,6.0,Auto-8,4WD,Gasoline,CA,standard SUV,5,18,25,21,4,No
927,JEEP Grand Cherokee,3.6,6.0,Auto-8,4WD,Gasoline,FA,standard SUV,5,18,25,21,4,No
928,JEEP Grand Cherokee,5.7,8.0,Auto-8,4WD,Gasoline,CA,standard SUV,3,14,22,17,3,No
929,JEEP Grand Cherokee,5.7,8.0,Auto-8,4WD,Gasoline,FA,standard SUV,3,14,22,17,3,No
930,JEEP Grand Cherokee SRT,6.4,8.0,Auto-8,4WD,Gasoline,CA,standard SUV,1,13,19,15,2,No
931,JEEP Grand Cherokee SRT,6.4,8.0,Auto-8,4WD,Gasoline,FA,standard SUV,1,13,19,15,2,No
932,KARMA Revero,2.0,4.0,Auto-1,2WD,Gasoline/Electricity,FA,small car,1,20/59,21/61,20/60,10,No
933,KARMA Revero,2.0,4.0,Auto-1,2WD,Gasoline/Electricity,CA,small car,1,20/59,21/61,20/60,10,No
934,KIA Forte,2.0,4.0,Man-6,2WD,Gasoline,CA,midsize car,5,25,34,28,6,No
935,KIA Forte,2.0,4.0,Man-6,2WD,Gasoline,FA,midsize car,5,25,34,28,6,No
936,KIA Forte,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,29,37,32,7,Yes
937,KIA Forte,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,7,29,37,32,7,Yes
938,KIA Forte,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,5,29,37,32,7,Yes
939,KIA Forte,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,5,29,37,32,7,Yes
940,KIA Forte,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,25,33,28,6,No
941,KIA Forte,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,7,25,33,28,6,No
942,KIA Forte,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,3,25,33,28,6,No
943,KIA Forte,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,3,25,33,28,6,No
944,KIA Forte5,1.6,4.0,AutoMan-7,2WD,Gasoline,FA,large car,3,25,30,27,6,No
945,KIA Forte5,1.6,4.0,AutoMan-7,2WD,Gasoline,CA,large car,3,25,30,27,6,No
946,KIA Forte5,1.6,4.0,Man-6,2WD,Gasoline,FA,large car,3,23,29,25,5,No
947,KIA Forte5,1.6,4.0,Man-6,2WD,Gasoline,CA,large car,3,23,29,25,5,No
