Unnamed: 0,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
1399,PORSCHE Panamera Turbo,4.0,8,AMS-8,4WD,Gasoline,CA,large car,3,18.0,25.0,21.0,4,No
1401,PORSCHE Panamera Turbo Executive,4.0,8,AMS-8,4WD,Gasoline,CA,large car,3,18.0,25.0,21.0,4,No
1403,RAM 1500,5.7,8,Auto-6,4WD,Gasoline,CA,pickup,3,13.0,18.0,14.0,1,No
1405,RAM 1500,5.7,8,Auto-8,2WD,Gasoline,CA,pickup,3,15.0,22.0,17.0,3,No
1407,RAM 1500,5.7,8,Auto-8,4WD,Gasoline,CA,pickup,3,15.0,21.0,17.0,3,No
1409,RAM Promaster City,2.4,4,Auto-9,2WD,Gasoline,CA,special purpose,3,21.0,28.0,24.0,5,No
1411,SUBARU Crosstrek,2.0,4,Man-6,4WD,Gasoline,CA,small SUV,7,23.0,29.0,25.0,5,No
1413,SUBARU Crosstrek,2.0,4,SCV-7,4WD,Gasoline,CA,small SUV,7,27.0,33.0,29.0,6,No
1415,SUBARU Forester,2.0,4,SCV-8,4WD,Gasoline,CA,small SUV,1,23.0,27.0,25.0,5,No
1417,SUBARU Forester,2.5,4,Man-6,4WD,Gasoline,CA,small SUV,7,22.0,28.0,24.0,5,No
1419,SUBARU Forester,2.5,4,SCV-6,4WD,Gasoline,CA,small SUV,7,26.0,32.0,28.0,6,No
1421,SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,CA,midsize car,7,24.0,32.0,27.0,6,No
1422,SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,CA,station wagon,7,24.0,31.0,26.0,5,No
1425,SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,CA,midsize car,7,28.0,38.0,32.0,7,Yes
1426,SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,CA,station wagon,7,28.0,37.0,31.0,7,Yes
1429,SUBARU Impreza Sport,2.0,4,Man-5,4WD,Gasoline,CA,midsize car,7,23.0,31.0,26.0,5,No
1430,SUBARU Impreza Sport,2.0,4,Man-5,4WD,Gasoline,CA,station wagon,7,22.0,30.0,25.0,5,No
1433,SUBARU Impreza Sport,2.0,4,SCV-7,4WD,Gasoline,CA,midsize car,7,27.0,36.0,30.0,7,Yes
1434,SUBARU Impreza Sport,2.0,4,SCV-7,4WD,Gasoline,CA,station wagon,7,27.0,35.0,30.0,7,Yes
1437,SUBARU Legacy,2.5,4,SCV-7,4WD,Gasoline,CA,midsize car,7,25.0,34.0,29.0,6,No
1439,SUBARU Legacy,3.6,6,SCV-6,4WD,Gasoline,CA,midsize car,3,20.0,28.0,23.0,5,No
1441,SUBARU Outback,2.5,4,SCV-7,4WD,Gasoline,CA,small SUV,7,25.0,32.0,28.0,6,No
1443,SUBARU Outback,3.6,6,SCV-6,4WD,Gasoline,CA,small SUV,3,20.0,27.0,22.0,4,No
1445,SUBARU WRX,2.0,4,Man-6,4WD,Gasoline,CA,small car,1,21.0,27.0,23.0,5,No
1447,SUBARU WRX,2.0,4,SCV-8,4WD,Gasoline,CA,small car,1,18.0,24.0,21.0,4,No
1449,SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,CA,small car,1,17.0,22.0,19.0,3,No
1452,TOYOTA 4Runner,4.0,6,SemiAuto-5,2WD,Gasoline,CA,standard SUV,3,17.0,21.0,18.0,3,No
1454,TOYOTA 4Runner,4.0,6,SemiAuto-5,4WD,Gasoline,CA,standard SUV,3,17.0,20.0,18.0,3,No
1456,TOYOTA Avalon,3.5,6,SemiAuto-6,2WD,Gasoline,CA,midsize car,3,21.0,30.0,24.0,5,No
1457,TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,CA,midsize car,7,40.0,39.0,40.0,9,Yes
1459,TOYOTA C-HR,2.0,4,SCV-7,2WD,Gasoline,CA,small car,3,27.0,31.0,29.0,6,No
1461,TOYOTA Camry,2.5,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,29.0,41.0,34.0,8,Yes
1463,TOYOTA Camry,3.5,6,SemiAuto-8,2WD,Gasoline,CA,midsize car,5,22.0,33.0,26.0,5,No
1465,TOYOTA Camry Hybrid LE,2.5,4,SCV-6,2WD,Gasoline,CA,midsize car,7,51.0,53.0,52.0,10,Elite
1467,TOYOTA Camry Hybrid XLE/SE,2.5,4,SCV-6,2WD,Gasoline,CA,midsize car,7,44.0,47.0,46.0,10,Elite
1469,TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,28.0,39.0,32.0,7,Yes
1471,TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,28.0,39.0,32.0,7,Yes
1473,TOYOTA Camry XSE,3.5,6,SemiAuto-8,2WD,Gasoline,CA,midsize car,5,22.0,32.0,26.0,5,No
1476,TOYOTA Corolla,1.8,4,CVT,2WD,Gasoline,CA,midsize car,3,28.0,36.0,32.0,7,Yes
1478,TOYOTA Corolla,1.8,4,Man-6,2WD,Gasoline,CA,midsize car,3,27.0,35.0,30.0,7,Yes
1480,TOYOTA Corolla,1.8,4,SCV-7,2WD,Gasoline,CA,midsize car,3,28.0,35.0,31.0,7,Yes
1481,TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,CA,midsize car,5,29.0,38.0,33.0,8,Yes
1482,TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,CA,midsize car,5,30.0,40.0,34.0,8,Yes
1485,TOYOTA Corolla iM,1.8,4,Man-6,2WD,Gasoline,CA,midsize car,5,27.0,35.0,30.0,7,Yes
1487,TOYOTA Corolla iM,1.8,4,SCV-7,2WD,Gasoline,CA,midsize car,5,28.0,36.0,31.0,7,Yes
1490,TOYOTA Land Cruiser,5.7,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3,13.0,18.0,15.0,2,No
1491,TOYOTA Prius c,1.5,4,CVT,2WD,Gasoline,CA,small car,7,48.0,43.0,46.0,10,Elite
1494,TOYOTA RAV4,2.5,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,23.0,29.0,25.0,5,No
1496,TOYOTA RAV4,2.5,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,22.0,28.0,25.0,5,No
1497,TOYOTA RAV4 Hybrid,2.5,4,SCV-6,4WD,Gasoline,CA,small SUV,7,34.0,30.0,32.0,7,Yes
1500,TOYOTA RAV4 LE/XLE,2.5,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,23.0,30.0,26.0,5,No
1502,TOYOTA RAV4 Limited,2.5,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,22.0,28.0,24.0,5,No
1503,TOYOTA Sequoia,5.7,8,SemiAuto-6,2WD,Gasoline,CA,standard SUV,5,13.0,17.0,15.0,2,No
1505,TOYOTA Sequoia,5.7,8,SemiAuto-6,4WD,Gasoline,CA,standard SUV,5,13.0,17.0,14.0,1,No
1510,TOYOTA Tundra,4.6,8,SemiAuto-6,2WD,Gasoline,CA,pickup,3,15.0,19.0,16.0,2,No
1512,TOYOTA Tundra,4.6,8,SemiAuto-6,4WD,Gasoline,CA,pickup,3,14.0,18.0,16.0,2,No
1513,TOYOTA Tundra,5.7,8,SemiAuto-6,2WD,Gasoline,CA,pickup,5,13.0,18.0,15.0,2,No
1515,TOYOTA Tundra,5.7,8,SemiAuto-6,4WD,Gasoline,CA,pickup,5,13.0,17.0,14.0,1,No
1520,TOYOTA Yaris,1.5,4,Auto-4,2WD,Gasoline,CA,small car,3,30.0,35.0,32.0,7,Yes
1522,TOYOTA Yaris,1.5,4,Man-5,2WD,Gasoline,CA,small car,3,30.0,36.0,33.0,8,Yes
1523,VOLKSWAGEN Beetle,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,7,26.0,33.0,29.0,6,No
1525,VOLKSWAGEN Beetle Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,7,26.0,33.0,29.0,6,No
1527,VOLKSWAGEN Beetle Dune,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,7,26.0,34.0,29.0,6,No
1529,VOLKSWAGEN Beetle Dune Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,7,26.0,34.0,29.0,6,No
1532,VOLKSWAGEN Golf R,2.0,4,AMS-7,4WD,Gasoline,CA,small car,3,22.0,29.0,25.0,5,No
1534,VOLKSWAGEN Golf R,2.0,4,Man-6,4WD,Gasoline,CA,small car,3,21.0,29.0,24.0,5,No
1536,VOLKSWAGEN Jetta,1.4,4,Man-5,2WD,Gasoline,CA,small car,3,28.0,40.0,33.0,8,Yes
1537,VOLKSWAGEN Jetta,1.4,4,SemiAuto-6,2WD,Gasoline,CA,small car,5,28.0,38.0,32.0,7,Yes
1539,VOLKSWAGEN Jetta,1.8,4,SemiAuto-6,2WD,Gasoline,CA,small car,7,24.0,33.0,28.0,6,No
1541,VOLKSWAGEN Jetta,2.0,4,AMS-6,2WD,Gasoline,CA,small car,7,24.0,33.0,27.0,6,No
1543,VOLKSWAGEN Passat,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,25.0,36.0,29.0,6,No
1545,VOLKSWAGEN Tiguan,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small SUV,7,22.0,27.0,24.0,5,No
1547,VOLKSWAGEN Tiguan 4Motion,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small SUV,7,21.0,27.0,23.0,5,No
1549,VOLVO Atlas,3.6,6,SemiAuto-8,2WD,Gasoline,CA,small SUV,5,18.0,25.0,20.0,4,No
1551,VOLVO Atlas 4Motion,3.6,6,SemiAuto-8,4WD,Gasoline,CA,small SUV,5,17.0,23.0,19.0,3,No
1553,VOLVO S60,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,7,25.0,36.0,29.0,6,No
1555,VOLVO S60,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small car,3,22.0,32.0,26.0,5,No
1556,VOLVO S60,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small car,3,22.0,33.0,26.0,5,No
1559,VOLVO S60 CC,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small car,3,22.0,30.0,25.0,5,No
1561,VOLVO S60 Inscription,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,3,25.0,36.0,29.0,6,No
1563,VOLVO S60 Inscription,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small car,3,22.0,33.0,26.0,5,No
1565,VOLVO S60 Polestar,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small car,1,20.0,27.0,22.0,4,No
1567,VOLVO S90,2.0,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,3,24.0,34.0,27.0,6,No
1569,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,3,22.0,31.0,25.0,5,No
1570,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,3,23.0,32.0,26.0,5,No
1573,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,5,23.0,32.0,26.0,5,No
1575,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,5,22.0,31.0,25.0,5,No
1579,VOLVO V60,2.0,4,SemiAuto-8,2WD,Gasoline,CA,station wagon,3,25.0,36.0,29.0,6,No
1581,VOLVO V60,2.0,4,SemiAuto-8,4WD,Gasoline,CA,station wagon,3,22.0,32.0,26.0,5,No
1582,VOLVO V60,2.0,4,SemiAuto-8,4WD,Gasoline,CA,station wagon,3,22.0,33.0,26.0,5,No
1585,VOLVO V60 CC,2.0,4,SemiAuto-8,4WD,Gasoline,CA,station wagon,3,22.0,30.0,25.0,5,No
1587,VOLVO V60 Polestar,2.0,4,SemiAuto-8,4WD,Gasoline,CA,station wagon,1,20.0,27.0,22.0,4,No
1589,VOLVO V90,2.0,4,SemiAuto-8,2WD,Gasoline,CA,station wagon,5,24.0,34.0,27.0,6,No
1591,VOLVO V90,2.0,4,SemiAuto-8,4WD,Gasoline,CA,station wagon,5,22.0,31.0,25.0,5,No
1593,VOLVO V90 CC,2.0,4,SemiAuto-8,4WD,Gasoline,CA,station wagon,5,23.0,31.0,26.0,5,No
1595,VOLVO V90 CC,2.0,4,SemiAuto-8,4WD,Gasoline,CA,station wagon,5,22.0,29.0,25.0,5,No
1597,VOLVO XC 60,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small SUV,5,22.0,28.0,24.0,5,No
1599,VOLVO XC 60,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small SUV,5,21.0,27.0,23.0,5,No
1603,VOLVO XC 90,2.0,4,SemiAuto-8,2WD,Gasoline,CA,standard SUV,5,22.0,29.0,25.0,5,No
1605,VOLVO XC 90,2.0,4,SemiAuto-8,4WD,Gasoline,CA,standard SUV,5,22.0,28.0,24.0,5,No
1607,VOLVO XC 90,2.0,4,SemiAuto-8,4WD,Gasoline,CA,standard SUV,5,20.0,27.0,23.0,5,No
108,BMW 330e,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,3,28.0,34.0,30.0,10,Yes
160,BMW 530e,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,7,27.0,31.0,29.0,10,Elite
162,BMW 530e,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small car,7,27.0,31.0,28.0,10,Elite
188,BMW 740e,2.0,4,SemiAuto-8,4WD,Gasoline,CA,large car,3,25.0,29.0,27.0,9,Yes
382,CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Ethanol,CA,large car,5,14.0,20.0,16.0,4,No
394,CHEVROLET Silverado 15,4.3,6,Auto-6,2WD,Ethanol,CA,pickup,5,12.0,16.0,14.0,4,No
396,CHEVROLET Silverado 15,4.3,6,Auto-6,4WD,Ethanol,CA,pickup,5,12.0,15.0,13.0,3,No
398,CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Ethanol,CA,pickup,3,12.0,17.0,14.0,3,No
428,CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Ethanol,CA,standard SUV,3,12.0,17.0,14.0,3,No
432,CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Ethanol,CA,standard SUV,3,11.0,15.0,12.0,3,No
436,CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Ethanol,CA,standard SUV,3,12.0,17.0,14.0,3,No
440,CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Ethanol,CA,standard SUV,3,11.0,16.0,13.0,3,No
454,CHEVROLET Volt,1.5,4,CVT,2WD,Gasoline,CA,small car,3,43.0,42.0,42.0,10,Yes
456,CHEVROLET Volt,1.5,4,CVT,2WD,Gasoline,CA,small car,7,43.0,42.0,42.0,10,Elite
458,CHRYSLER 300,3.6,6,Auto-8,2WD,Ethanol,CA,large car,3,14.0,22.0,17.0,5,No
462,CHRYSLER 300,3.6,6,Auto-8,4WD,Ethanol,CA,large car,3,13.0,20.0,16.0,4,No
492,DODGE Charger,3.6,6,Auto-8,2WD,Ethanol,CA,large car,3,14.0,22.0,17.0,5,No
496,DODGE Charger,3.6,6,Auto-8,4WD,Ethanol,CA,large car,3,13.0,20.0,16.0,4,No
605,FORD Fusion Energi Plug-in Hybrid,2.0,4,CVT,2WD,Gasoline,CA,midsize car,7,43.0,41.0,42.0,10,Elite
659,GMC Sierra 15,4.3,6,Auto-6,2WD,Ethanol,CA,pickup,5,12.0,16.0,14.0,4,No
661,GMC Sierra 15,4.3,6,Auto-6,4WD,Ethanol,CA,pickup,5,12.0,15.0,13.0,3,No
663,GMC Sierra 15,5.3,8,Auto-6,2WD,Ethanol,CA,pickup,3,12.0,17.0,14.0,3,No
697,GMC Yukon 1500,5.3,8,Auto-6,2WD,Ethanol,CA,standard SUV,3,12.0,17.0,14.0,3,No
701,GMC Yukon 1500,5.3,8,Auto-6,4WD,Ethanol,CA,standard SUV,3,11.0,16.0,13.0,3,No
709,GMC Yukon 1500 XL,5.3,8,Auto-6,2WD,Ethanol,CA,standard SUV,3,12.0,17.0,14.0,3,No
715,GMC Yukon XL 1500,5.3,8,Auto-6,4WD,Ethanol,CA,standard SUV,3,11.0,15.0,12.0,3,No
892,JEEP Cherokee,2.4,4,Auto-9,2WD,Ethanol,CA,small SUV,3,15.0,22.0,18.0,5,No
896,JEEP Cherokee,2.4,4,Auto-9,4WD,Ethanol,CA,small SUV,3,14.0,21.0,17.0,5,No
933,KARMA Revero,2.0,4,Auto-1,2WD,Gasoline,CA,small car,1,20.0,21.0,20.0,10,No
1162,MERCEDES-BENZ CLA250 4Matic,2.0,4,AutoMan-7,4WD,Ethanol,CA,small car,5,17.0,24.0,20.0,6,No
1179,MERCEDES-BENZ GLA250 4Matic,2.0,4,AutoMan-7,4WD,Ethanol,CA,small SUV,5,17.0,23.0,19.0,5,No
1192,MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Ethanol,CA,standard SUV,3,13.0,17.0,14.0,3,No
1256,MINI Cooper SE Countryman All4,1.5,3,SemiAuto-6,4WD,Gasoline,CA,midsize car,3,28.0,27.0,27.0,9,Yes
1507,TOYOTA Sequoia FFV,5.7,8,SemiAuto-6,4WD,Ethanol,CA,standard SUV,5,9.0,13.0,10.0,1,No
1517,TOYOTA Tundra FFV,5.7,8,SemiAuto-6,4WD,Ethanol,CA,pickup,5,9.0,12.0,10.0,2,No
1577,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,7,26.0,33.0,29.0,10,Elite
1601,VOLVO XC 60,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small SUV,7,26.0,28.0,26.0,10,Elite
1609,VOLVO XC 90,2.0,4,SemiAuto-8,4WD,Gasoline,CA,standard SUV,7,26.0,30.0,27.0,10,Elite
108,BMW 330e,2.0,4,SemiAuto-8,2WD,Electricity,CA,small car,3,66.0,78.0,71.0,10,Yes
160,BMW 530e,2.0,4,SemiAuto-8,2WD,Electricity,CA,small car,7,70.0,75.0,72.0,10,Elite
162,BMW 530e,2.0,4,SemiAuto-8,4WD,Electricity,CA,small car,7,66.0,68.0,67.0,10,Elite
188,BMW 740e,2.0,4,SemiAuto-8,4WD,Electricity,CA,large car,3,62.0,68.0,64.0,9,Yes
382,CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Gas,CA,large car,5,18.0,28.0,22.0,4,No
394,CHEVROLET Silverado 15,4.3,6,Auto-6,2WD,Gas,CA,pickup,5,18.0,24.0,20.0,4,No
396,CHEVROLET Silverado 15,4.3,6,Auto-6,4WD,Gas,CA,pickup,5,17.0,22.0,19.0,3,No
398,CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gas,CA,pickup,3,16.0,23.0,19.0,3,No
428,CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Gas,CA,standard SUV,3,16.0,23.0,19.0,3,No
432,CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Gas,CA,standard SUV,3,16.0,22.0,18.0,3,No
436,CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Gas,CA,standard SUV,3,16.0,23.0,19.0,3,No
440,CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Gas,CA,standard SUV,3,16.0,22.0,18.0,3,No
454,CHEVROLET Volt,1.5,4,CVT,2WD,Electricity,CA,small car,3,113.0,99.0,106.0,10,Yes
456,CHEVROLET Volt,1.5,4,CVT,2WD,Electricity,CA,small car,7,113.0,99.0,106.0,10,Elite
458,CHRYSLER 300,3.6,6,Auto-8,2WD,Gas,CA,large car,3,19.0,30.0,23.0,5,No
462,CHRYSLER 300,3.6,6,Auto-8,4WD,Gas,CA,large car,3,18.0,27.0,21.0,4,No
492,DODGE Charger,3.6,6,Auto-8,2WD,Gas,CA,large car,3,19.0,30.0,23.0,5,No
496,DODGE Charger,3.6,6,Auto-8,4WD,Gas,CA,large car,3,18.0,27.0,21.0,4,No
605,FORD Fusion Energi Plug-in Hybrid,2.0,4,CVT,2WD,Electricity,CA,midsize car,7,102.0,91.0,97.0,10,Elite
659,GMC Sierra 15,4.3,6,Auto-6,2WD,Gas,CA,pickup,5,18.0,24.0,20.0,4,No
661,GMC Sierra 15,4.3,6,Auto-6,4WD,Gas,CA,pickup,5,17.0,22.0,19.0,3,No
663,GMC Sierra 15,5.3,8,Auto-6,2WD,Gas,CA,pickup,3,16.0,23.0,19.0,3,No
697,GMC Yukon 1500,5.3,8,Auto-6,2WD,Gas,CA,standard SUV,3,16.0,23.0,19.0,3,No
701,GMC Yukon 1500,5.3,8,Auto-6,4WD,Gas,CA,standard SUV,3,16.0,22.0,18.0,3,No
709,GMC Yukon 1500 XL,5.3,8,Auto-6,2WD,Gas,CA,standard SUV,3,16.0,23.0,19.0,3,No
715,GMC Yukon XL 1500,5.3,8,Auto-6,4WD,Gas,CA,standard SUV,3,16.0,22.0,18.0,3,No
892,JEEP Cherokee,2.4,4,Auto-9,2WD,Gas,CA,small SUV,3,21.0,30.0,25.0,5,No
896,JEEP Cherokee,2.4,4,Auto-9,4WD,Gas,CA,small SUV,3,21.0,28.0,23.0,5,No
933,KARMA Revero,2.0,4,Auto-1,2WD,Electricity,CA,small car,1,59.0,61.0,60.0,10,No
1162,MERCEDES-BENZ CLA250 4Matic,2.0,4,AutoMan-7,4WD,Gas,CA,small car,5,24.0,32.0,27.0,6,No
1179,MERCEDES-BENZ GLA250 4Matic,2.0,4,AutoMan-7,4WD,Gas,CA,small SUV,5,23.0,31.0,26.0,5,No
1192,MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Gas,CA,standard SUV,3,18.0,22.0,19.0,3,No
1256,MINI Cooper SE Countryman All4,1.5,3,SemiAuto-6,4WD,Electricity,CA,midsize car,3,63.0,66.0,65.0,9,Yes
1507,TOYOTA Sequoia FFV,5.7,8,SemiAuto-6,4WD,Gas,CA,standard SUV,5,13.0,17.0,14.0,1,No
1517,TOYOTA Tundra FFV,5.7,8,SemiAuto-6,4WD,Gas,CA,pickup,5,13.0,17.0,15.0,2,No
1577,VOLVO S90,2.0,4,SemiAuto-8,4WD,Electricity,CA,midsize car,7,70.0,72.0,71.0,10,Elite
1601,VOLVO XC 60,2.0,4,SemiAuto-8,4WD,Electricity,CA,small SUV,7,60.0,58.0,59.0,10,Elite
1609,VOLVO XC 90,2.0,4,SemiAuto-8,4WD,Electricity,CA,standard SUV,7,63.0,61.0,62.0,10,Elite
